text,label,lang,channel,family,template,source,split
"Dear Afriland First Bank customer, your card has been temporarily limited. Restore access by confirming your details at https://orange-money-secure.ga/secure",1,en,email,bank_login,p13,synthetic,train
"Dear UBA Cameroun customer, your card has been temporarily limited. Restore access by confirming your details at https://mtn-momo-verif.tk/secure",1,en,email,bank_login,p13,synthetic,train
"Dear UBA Cameroun customer, your card has been temporarily limited. Restore access by confirming your details at https://mtn-cm.top/secure",1,en,email,bank_login,p13,synthetic,train
"Dear Ecobank customer, your card has been temporarily limited. Restore access by confirming your details at https://orange-cm-verify.link/secure",1,en,email,bank_login,p13,synthetic,train
"Dear Ecobank customer, your card has been temporarily limited. Restore access by confirming your details at https://bicec-update.online/secure",1,en,email,bank_login,p13,synthetic,train
"Dear CCA Bank customer, your card has been temporarily limited. Restore access by confirming your details at https://camtel-promo.click/secure",1,en,email,bank_login,p13,synthetic,train
ENEO INFO : facture impayée de 75 000 FCFA. Votre électricité sera coupée aujourd'hui à 14h. Payez immédiatement sur dhl-cameroun-colis.info,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 25 000 FCFA. Votre électricité sera coupée aujourd'hui à 14h. Payez immédiatement sur momo-bonus.xyz,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 1 000 000 FCFA. Votre électricité sera coupée aujourd'hui à 8h30. Payez immédiatement sur afriland-secure-login.com,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 50 000 FCFA. Votre électricité sera coupée aujourd'hui à 10h. Payez immédiatement sur eneo-paiement.online,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 75 000 FCFA. Votre électricité sera coupée aujourd'hui à 10h. Payez immédiatement sur dhl-cameroun-colis.info,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 250 000 FCFA. Votre électricité sera coupée aujourd'hui à 15h30. Payez immédiatement sur afriland-secure-login.com,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 10 000 FCFA. Votre électricité sera coupée aujourd'hui à 14h. Payez immédiatement sur mtn-cm.top,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 500 000 FCFA. Votre électricité sera coupée aujourd'hui à 10h. Payez immédiatement sur camtel-promo.click,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 25 000 FCFA. Votre électricité sera coupée aujourd'hui à 8h30. Payez immédiatement sur orange-cm-verify.link,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 15 500 FCFA. Votre électricité sera coupée aujourd'hui à 17h. Payez immédiatement sur momo-bonus.xyz,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 50 000 FCFA. Votre électricité sera coupée aujourd'hui à 15h30. Payez immédiatement sur orange-cm-verify.link,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 1 000 000 FCFA. Votre électricité sera coupée aujourd'hui à 14h. Payez immédiatement sur dhl-cameroun-colis.info,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 150 000 FCFA. Votre électricité sera coupée aujourd'hui à 8h30. Payez immédiatement sur afriland-secure-login.com,1,fr,sms,utility,p14,synthetic,test
ENEO INFO : facture impayée de 500 000 FCFA. Votre électricité sera coupée aujourd'hui à 15h30. Payez immédiatement sur dhl-cameroun-colis.info,1,fr,sms,utility,p14,synthetic,test
ENEO: unpaid bill of 150 000 FCFA. Power will be cut today at 14h. Pay now at http://orange-cm-verify.link to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 500 000 FCFA. Power will be cut today at 17h. Pay now at http://impots-cm.live to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 150 000 FCFA. Power will be cut today at 17h. Pay now at http://dhl-cameroun-colis.info to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 25 000 FCFA. Power will be cut today at 17h. Pay now at http://eneo-paiement.online to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 25 000 FCFA. Power will be cut today at 8h30. Pay now at http://mtn-cm.top to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 250 000 FCFA. Power will be cut today at 15h30. Pay now at http://bicec-update.online to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 1 000 000 FCFA. Power will be cut today at 17h. Pay now at http://mtn-momo-verif.tk to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 75 000 FCFA. Power will be cut today at 10h. Pay now at http://bicec-update.online to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 500 000 FCFA. Power will be cut today at 8h30. Pay now at http://afriland-secure-login.com to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 500 000 FCFA. Power will be cut today at 15h30. Pay now at http://orange-money-secure.ga to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 250 000 FCFA. Power will be cut today at 10h. Pay now at http://orange-money-secure.ga to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 5 000 FCFA. Power will be cut today at 15h30. Pay now at http://cnps-remboursement.site to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 15 500 FCFA. Power will be cut today at 10h. Pay now at http://impots-cm.live to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
ENEO: unpaid bill of 250 000 FCFA. Power will be cut today at 15h30. Pay now at http://eneo-paiement.online to avoid disconnection.,1,en,sms,utility,p15,synthetic,train
"OFFRE D'EMPLOI : recrutement de agent de saisies à Ngaoundéré, salaire 250 000 FCFA. Frais d'inscription 3 000 FCFA à envoyer au 6 77 88 99 00. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de caissiers à Ngaoundéré, salaire 250 000 FCFA. Frais d'inscription 2 500 FCFA à envoyer au 6 55 44 33 22. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de community managers à Kribi, salaire 250 000 FCFA. Frais d'inscription 5 000 FCFA à envoyer au 6 55 44 33 22. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de caissiers à Garoua, salaire 250 000 FCFA. Frais d'inscription 2 500 FCFA à envoyer au 6 90 11 22 33. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de caissiers à Kribi, salaire 250 000 FCFA. Frais d'inscription 10 000 FCFA à envoyer au 6 77 88 99 00. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de livreurs à Bamenda, salaire 250 000 FCFA. Frais d'inscription 7 500 FCFA à envoyer au 6 77 88 99 00. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de community managers à Bamenda, salaire 250 000 FCFA. Frais d'inscription 10 000 FCFA à envoyer au 6 77 88 99 00. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de livreurs à Ngaoundéré, salaire 250 000 FCFA. Frais d'inscription 3 000 FCFA à envoyer au 6 71 23 45 67. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de caissiers à Kribi, salaire 250 000 FCFA. Frais d'inscription 7 500 FCFA à envoyer au 6 77 88 99 00. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de agent de saisies à Ngaoundéré, salaire 250 000 FCFA. Frais d'inscription 3 000 FCFA à envoyer au 6 98 76 54 32. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de agent de saisies à Garoua, salaire 250 000 FCFA. Frais d'inscription 7 500 FCFA à envoyer au 6 98 76 54 32. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de community managers à Kribi, salaire 250 000 FCFA. Frais d'inscription 10 000 FCFA à envoyer au 6 90 11 22 33. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de community managers à Douala, salaire 250 000 FCFA. Frais d'inscription 10 000 FCFA à envoyer au 6 98 76 54 32. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
"OFFRE D'EMPLOI : recrutement de caissiers à Kribi, salaire 250 000 FCFA. Frais d'inscription 10 000 FCFA à envoyer au 6 98 76 54 32. Places limitées !",1,fr,whatsapp,fake_job,p16,synthetic,train
Gagnez 150 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 3 000 FCFA sur WhatsApp au 6 71 23 45 67.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 25 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 2 500 FCFA sur WhatsApp au 6 98 76 54 32.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 5 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 10 000 FCFA sur WhatsApp au 6 90 11 22 33.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 75 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 7 500 FCFA sur WhatsApp au 6 71 23 45 67.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 15 500 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 3 000 FCFA sur WhatsApp au 6 90 11 22 33.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 25 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 7 500 FCFA sur WhatsApp au 6 71 23 45 67.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 25 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 2 500 FCFA sur WhatsApp au 6 55 44 33 22.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 1 000 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 3 000 FCFA sur WhatsApp au 6 71 23 45 67.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 10 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 3 000 FCFA sur WhatsApp au 6 55 44 33 22.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 250 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 7 500 FCFA sur WhatsApp au 6 90 11 22 33.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 15 500 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 2 500 FCFA sur WhatsApp au 6 77 88 99 00.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 1 000 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 3 000 FCFA sur WhatsApp au 6 77 88 99 00.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 10 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 2 500 FCFA sur WhatsApp au 6 71 23 45 67.,1,fr,whatsapp,fake_job,p17,synthetic,train
Gagnez 250 000 FCFA par jour en aimant des vidéos depuis votre téléphone ! Inscription : 10 000 FCFA sur WhatsApp au 6 77 88 99 00.,1,fr,whatsapp,fake_job,p17,synthetic,train
"URGENT HIRING: agent de saisie in Bamenda, 300,000 FCFA monthly. Pay 5 000 FCFA registration fee to 6 71 23 45 67 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: assistant administratif in Garoua, 300,000 FCFA monthly. Pay 3 000 FCFA registration fee to 6 77 88 99 00 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: assistant administratif in Buea, 300,000 FCFA monthly. Pay 10 000 FCFA registration fee to 6 98 76 54 32 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: agent de saisie in Garoua, 300,000 FCFA monthly. Pay 3 000 FCFA registration fee to 6 55 44 33 22 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: agent de saisie in Yaoundé, 300,000 FCFA monthly. Pay 3 000 FCFA registration fee to 6 55 44 33 22 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: agent de saisie in Buea, 300,000 FCFA monthly. Pay 3 000 FCFA registration fee to 6 55 44 33 22 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: assistant administratif in Bamenda, 300,000 FCFA monthly. Pay 10 000 FCFA registration fee to 6 98 76 54 32 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: caissier in Yaoundé, 300,000 FCFA monthly. Pay 2 500 FCFA registration fee to 6 55 44 33 22 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: community manager in Douala, 300,000 FCFA monthly. Pay 7 500 FCFA registration fee to 6 98 76 54 32 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: community manager in Ngaoundéré, 300,000 FCFA monthly. Pay 2 500 FCFA registration fee to 6 77 88 99 00 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: livreur in Bamenda, 300,000 FCFA monthly. Pay 3 000 FCFA registration fee to 6 77 88 99 00 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: caissier in Bamenda, 300,000 FCFA monthly. Pay 10 000 FCFA registration fee to 6 98 76 54 32 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: assistant administratif in Garoua, 300,000 FCFA monthly. Pay 2 500 FCFA registration fee to 6 71 23 45 67 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"URGENT HIRING: livreur in Bamenda, 300,000 FCFA monthly. Pay 3 000 FCFA registration fee to 6 90 11 22 33 to secure your place.",1,en,whatsapp,fake_job,p18,synthetic,train
"Maman c'est moi Aïcha, j'ai changé de numéro. Je suis dans un problème, envoie-moi 25 000 FCFA urgent sur ce numéro, je t'explique après. Ne m'appelle pas.",1,fr,whatsapp,fake_relative,p19,synthetic,test
"Maman c'est moi Fotso, j'ai changé de numéro. Je suis dans un problème, envoie-moi 25 000 FCFA urgent sur ce numéro, je t'explique après. Ne m'appelle pas.",1,fr,whatsapp,fake_relative,p19,synthetic,test
"Maman c'est moi Serge, j'ai changé de numéro. Je suis dans un problème, envoie-moi 500 000 FCFA urgent sur ce numéro, je t'explique après. Ne m'appelle pas.",1,fr,whatsapp,fake_relative,p19,synthetic,test
"Maman c'est moi Awa, j'ai changé de numéro. Je suis dans un problème, envoie-moi 50 000 FCFA urgent sur ce numéro, je t'explique après. Ne m'appelle pas.",1,fr,whatsapp,fake_relative,p19,synthetic,test
"Maman c'est moi Mbarga, j'ai changé de numéro. Je suis dans un problème, envoie-moi 150 000 FCFA urgent sur ce numéro, je t'explique après. Ne m'appelle pas.",1,fr,whatsapp,fake_relative,p19,synthetic,test
